District,year,degree,z-score_cutoff
TRINCOMALEE,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.5704
BATTICALOA,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.755
AMPARA,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.6487
PUTTALAM,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.6087
KURUNEGALA,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.5711
ANURADHAPURA,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.6311
POLONNARUWA,2018,ENGINEERING TECHNOLOGY University of Ruhuna,NQC
BADULLA,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.5916
MONARAGALA,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.6322
KEGALLE,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.5886
RATNAPURA,2018,ENGINEERING TECHNOLOGY University of Ruhuna,1.581
COLOMBO,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.2631
GAMPAHA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3168
KALUTARA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.2905
MATALE,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3964
KANDY,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.2835
NUWARA ELIYA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3284
GALLE,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3852
MATARA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3638
HAMBANTOTA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3354
JAFFNA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.4273
KILINOCHCHI,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,NQC
MANNAR,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,NQC
MULLAITIVU,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3597
VAVUNIYA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,NQC
TRINCOMALEE,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,NQC
BATTICALOA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3087
AMPARA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.4035
PUTTALAM,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.448
KURUNEGALA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3414
ANURADHAPURA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.4522
POLONNARUWA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.2947
BADULLA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3369
MONARAGALA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3091
KEGALLE,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.2628
RATNAPURA,2018,ENGINEERING TECHNOLOGY Rajarata University of Sri Lanka,1.3256
COLOMBO,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3343
GAMPAHA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3578
KALUTARA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.392
MATALE,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
KANDY,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3649
NUWARA ELIYA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3473
GALLE,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3504
MATARA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3691
HAMBANTOTA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3498
JAFFNA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
KILINOCHCHI,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
MANNAR,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
MULLAITIVU,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
VAVUNIYA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
TRINCOMALEE,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
BATTICALOA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.4179
AMPARA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
PUTTALAM,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
KURUNEGALA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3424
ANURADHAPURA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3333
POLONNARUWA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.4045
BADULLA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3526
MONARAGALA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3347
KEGALLE,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3982
RATNAPURA,2018,ENGINEERING TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.4041
COLOMBO,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.4993
GAMPAHA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5013
KALUTARA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5109
MATALE,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5448
KANDY,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5424
NUWARA ELIYA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5564
GALLE,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5052
MATARA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5001
HAMBANTOTA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5255
JAFFNA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.521
KILINOCHCHI,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,NQC
MANNAR,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.7634
MULLAITIVU,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5652
VAVUNIYA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5085
TRINCOMALEE,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5024
BATTICALOA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5781
AMPARA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5497
PUTTALAM,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5978
KURUNEGALA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5094
ANURADHAPURA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5154
POLONNARUWA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5813
BADULLA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.629
MONARAGALA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.4999
KEGALLE,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.647
RATNAPURA,2018,ENGINEERING TECHNOLOGY Wayamba University of Sri Lanka,1.5045
COLOMBO,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.2798
GAMPAHA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.4119
KALUTARA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.2021
MATALE,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,NQC
KANDY,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.0811
NUWARA ELIYA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,0.9499
GALLE,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,NQC
MATARA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.4396
HAMBANTOTA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.1852
JAFFNA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.3351
KILINOCHCHI,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,0.9821
MANNAR,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,NQC
MULLAITIVU,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,NQC
VAVUNIYA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.0365
TRINCOMALEE,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.0779
BATTICALOA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.201
AMPARA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.2231
PUTTALAM,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,0.9885
KURUNEGALA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.4945
ANURADHAPURA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,NQC
POLONNARUWA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,0.9516
BADULLA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.3412
MONARAGALA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,NQC
KEGALLE,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.1604
RATNAPURA,2018,ENGINEERING TECHNOLOGY Uva Wellassa University of Sri Lanka,1.4168
COLOMBO,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7817
GAMPAHA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7889
KALUTARA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.813
MATALE,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7673
KANDY,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8266
NUWARA ELIYA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.9107
GALLE,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8956
MATARA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8366
HAMBANTOTA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8585
JAFFNA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.77
KILINOCHCHI,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,NQC
MANNAR,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,NQC
MULLAITIVU,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,NQC
VAVUNIYA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,NQC
TRINCOMALEE,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7737
BATTICALOA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8133
AMPARA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8317
PUTTALAM,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8745
KURUNEGALA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8212
ANURADHAPURA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7809
POLONNARUWA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7939
BADULLA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7649
MONARAGALA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.8026
KEGALLE,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7945
RATNAPURA,2018,BIOSYSTEMS TECHNOLOGY University of Colombo,1.7755
COLOMBO,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0135
GAMPAHA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.104
KALUTARA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0288
MATALE,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.3896
KANDY,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0292
NUWARA ELIYA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0374
GALLE,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.1039
MATARA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.1951
HAMBANTOTA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0902
JAFFNA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.077
KILINOCHCHI,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,NQC
MANNAR,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,NQC
MULLAITIVU,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0161
VAVUNIYA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,NQC
TRINCOMALEE,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,NQC
BATTICALOA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,NQC
AMPARA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.112
PUTTALAM,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.1921
KURUNEGALA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.1339
ANURADHAPURA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.1097
POLONNARUWA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,NQC
BADULLA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.1305
MONARAGALA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0901
KEGALLE,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0295
RATNAPURA,2018,BIOSYSTEMS TECHNOLOGY University of Sri Jayewardenepura,2.0589
COLOMBO,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.1479
GAMPAHA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.172
KALUTARA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,NQC
MATALE,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,NQC
KANDY,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.1884
NUWARA ELIYA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.137
GALLE,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,NQC
MATARA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.3001
HAMBANTOTA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.1971
JAFFNA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.2411
KILINOCHCHI,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.285
MANNAR,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.147
MULLAITIVU,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.4036
VAVUNIYA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.204
TRINCOMALEE,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.138
BATTICALOA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.3139
AMPARA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.1614
PUTTALAM,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.146
KURUNEGALA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.2155
ANURADHAPURA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.2099
POLONNARUWA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.2495
BADULLA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.1618
MONARAGALA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.2282
KEGALLE,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.1617
RATNAPURA,2018,BIOSYSTEMS TECHNOLOGY University of Jaffna,1.26
COLOMBO,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.6621
GAMPAHA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
KALUTARA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.6152
MATALE,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
KANDY,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.5393
NUWARA ELIYA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.5674
GALLE,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.6363
MATARA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.581
HAMBANTOTA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.6235
JAFFNA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
KILINOCHCHI,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
MANNAR,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
MULLAITIVU,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
VAVUNIYA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.7051
TRINCOMALEE,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
BATTICALOA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
AMPARA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.6669
PUTTALAM,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
KURUNEGALA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.5408
ANURADHAPURA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.5516
POLONNARUWA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
BADULLA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.5358
MONARAGALA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,NQC
KEGALLE,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.5819
RATNAPURA,2018,BIOSYSTEMS TECHNOLOGY University of Ruhuna,1.5512
COLOMBO,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.0209
GAMPAHA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.036
KALUTARA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.0415
MATALE,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",NQC
KANDY,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",NQC
NUWARA ELIYA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.1054
GALLE,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",0.9856
MATARA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",NQC
HAMBANTOTA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.1486
JAFFNA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",NQC
KILINOCHCHI,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.1616
MANNAR,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",NQC
MULLAITIVU,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.3483
VAVUNIYA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.0867
TRINCOMALEE,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",NQC
BATTICALOA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.3675
AMPARA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",NQC
PUTTALAM,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",0.6518
KURUNEGALA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.1884
ANURADHAPURA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",NQC
POLONNARUWA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.8929
BADULLA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.1803
MONARAGALA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.2017
KEGALLE,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.1242
RATNAPURA,2018,"BIOSYSTEMS TECHNOLOGY Eastern University, Sri Lanka",1.2689
COLOMBO,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.0485
GAMPAHA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.0403
KALUTARA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.0467
MATALE,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,NQC
KANDY,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.1987
NUWARA ELIYA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.1511
GALLE,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,0.9882
MATARA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,NQC
HAMBANTOTA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.4127
JAFFNA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.274
KILINOCHCHI,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,NQC
MANNAR,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.0977
MULLAITIVU,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,NQC
VAVUNIYA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.081
TRINCOMALEE,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.1298
BATTICALOA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.3299
AMPARA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.1854
PUTTALAM,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,0.6464
KURUNEGALA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.2094
ANURADHAPURA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.2388
POLONNARUWA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.234
BADULLA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.1883
MONARAGALA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.2018
KEGALLE,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.2041
RATNAPURA,2018,BIOSYSTEMS TECHNOLOGY South Eastern University of Sri Lanka,1.2767
COLOMBO,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3364
GAMPAHA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3136
KALUTARA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3056
MATALE,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3535
KANDY,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.2893
NUWARA ELIYA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.2984
GALLE,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3137
MATARA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3034
HAMBANTOTA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.5031
JAFFNA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3085
KILINOCHCHI,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.2898
MANNAR,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.4016
MULLAITIVU,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,NQC
VAVUNIYA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.4502
TRINCOMALEE,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3838
BATTICALOA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3537
AMPARA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3805
PUTTALAM,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.4107
KURUNEGALA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.2884
ANURADHAPURA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.2949
POLONNARUWA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3105
BADULLA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,NQC
MONARAGALA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3665
KEGALLE,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.3135
RATNAPURA,2018,BIOSYSTEMS TECHNOLOGY Rajarata University of Sri Lanka,1.2907
COLOMBO,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3141
GAMPAHA,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3264
KALUTARA,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.317
MATALE,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
KANDY,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.4362
NUWARA ELIYA,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
GALLE,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3141
MATARA,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3147
HAMBANTOTA,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,1.3194
JAFFNA,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
KILINOCHCHI,2018,BIOSYSTEMS TECHNOLOGY Sabaragamuwa University of Sri Lanka,NQC
