District,stream,degree,year,students_sat,students_passed,z-score_cutoff
puttalam,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,1166,703,1.7307
kurunegala,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,3659,1844,1.9561
anuradhapura,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,1704,833,1.8704
polonnaruwa,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,793,358,1.7713
badulla,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,1680,892,1.6983
monaragala,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,987,478,1.754
kegalle,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,2011,1093,1.8019
ratnapura,biological science,MEDICINE Sabaragamuwa University of Sri Lanka,2021,2226,1227,1.785
colombo,biological science,MEDICINE Wayamba University of Sri Lanka,2021,4439,2761,1.9313
gampaha,biological science,MEDICINE Wayamba University of Sri Lanka,2021,3241,1861,1.7018
kalutara,biological science,MEDICINE Wayamba University of Sri Lanka,2021,2318,1411,1.7883
matale,biological science,MEDICINE Wayamba University of Sri Lanka,2021,949,523,1.7716
kandy,biological science,MEDICINE Wayamba University of Sri Lanka,2021,3383,1918,1.8217
nuwara eliya,biological science,MEDICINE Wayamba University of Sri Lanka,2021,1220,637,1.603
galle,biological science,MEDICINE Wayamba University of Sri Lanka,2021,2519,1542,1.893
matara,biological science,MEDICINE Wayamba University of Sri Lanka,2021,1911,1162,1.9625
trincomalee,biological science,MEDICINE Wayamba University of Sri Lanka,2021,760,459,1.6985
ampara,biological science,MEDICINE Wayamba University of Sri Lanka,2021,1780,1015,1.8203
puttalam,biological science,MEDICINE Wayamba University of Sri Lanka,2021,1166,703,1.6878
kurunegala,biological science,MEDICINE Wayamba University of Sri Lanka,2021,3659,1844,1.8327
anuradhapura,biological science,MEDICINE Wayamba University of Sri Lanka,2021,1704,833,1.599
polonnaruwa,biological science,MEDICINE Wayamba University of Sri Lanka,2021,793,358,1.5923
badulla,biological science,MEDICINE Wayamba University of Sri Lanka,2021,1680,892,1.6794
monaragala,biological science,MEDICINE Wayamba University of Sri Lanka,2021,987,478,1.5885
kegalle,biological science,MEDICINE Wayamba University of Sri Lanka,2021,2011,1093,1.7787
colombo,biological science,DENTAL SURGERY University of Peradeniya,2021,4439,2761,1.8534
gampaha,biological science,DENTAL SURGERY University of Peradeniya,2021,3241,1861,1.674
kalutara,biological science,DENTAL SURGERY University of Peradeniya,2021,2318,1411,1.7794
matale,biological science,DENTAL SURGERY University of Peradeniya,2021,949,523,1.7449
kandy,biological science,DENTAL SURGERY University of Peradeniya,2021,3383,1918,1.8114
galle,biological science,DENTAL SURGERY University of Peradeniya,2021,2519,1542,1.8577
matara,biological science,DENTAL SURGERY University of Peradeniya,2021,1911,1162,1.8652
hambantota,biological science,DENTAL SURGERY University of Peradeniya,2021,1707,955,1.8249
jaffna,biological science,DENTAL SURGERY University of Peradeniya,2021,1548,978,1.8516
mannar,biological science,DENTAL SURGERY University of Peradeniya,2021,220,126,1.6981
vavuniya,biological science,DENTAL SURGERY University of Peradeniya,2021,347,183,1.7105
trincomalee,biological science,DENTAL SURGERY University of Peradeniya,2021,760,459,1.6941
batticaloa,biological science,DENTAL SURGERY University of Peradeniya,2021,1129,673,1.8133
ampara,biological science,DENTAL SURGERY University of Peradeniya,2021,1780,1015,1.7805
puttalam,biological science,DENTAL SURGERY University of Peradeniya,2021,1166,703,1.6673
kurunegala,biological science,DENTAL SURGERY University of Peradeniya,2021,3659,1844,1.8081
anuradhapura,biological science,DENTAL SURGERY University of Peradeniya,2021,1704,833,1.5067
polonnaruwa,biological science,DENTAL SURGERY University of Peradeniya,2021,793,358,1.5502
badulla,biological science,DENTAL SURGERY University of Peradeniya,2021,1680,892,1.6466
monaragala,biological science,DENTAL SURGERY University of Peradeniya,2021,987,478,1.4966
kegalle,biological science,DENTAL SURGERY University of Peradeniya,2021,2011,1093,1.7638
ratnapura,biological science,DENTAL SURGERY University of Peradeniya,2021,2226,1227,1.7587
colombo,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,4439,2761,1.859
gampaha,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,3241,1861,1.6856
nuwara eliya,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,1220,637,1.4637
galle,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,2519,1542,1.852
matara,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,1911,1162,1.8631
kilinochchi,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,266,118,1.4595
mullaitivu,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,195,106,1.7104
ampara,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,1780,1015,1.7829
anuradhapura,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,1704,833,1.4877
monaragala,biological science,DENTAL SURGERY University of Sri Jayewardenepura,2021,987,478,1.4042
colombo,biological science,VETERINARY SCIENCE University of Peradeniya,2021,4439,2761,1.7397
gampaha,biological science,VETERINARY SCIENCE University of Peradeniya,2021,3241,1861,1.6297
kalutara,biological science,VETERINARY SCIENCE University of Peradeniya,2021,2318,1411,1.7389
matale,biological science,VETERINARY SCIENCE University of Peradeniya,2021,949,523,1.7091
kandy,biological science,VETERINARY SCIENCE University of Peradeniya,2021,3383,1918,1.7606
nuwara eliya,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1220,637,1.4199
galle,biological science,VETERINARY SCIENCE University of Peradeniya,2021,2519,1542,1.77
matara,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1911,1162,1.7838
hambantota,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1707,955,1.77
jaffna,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1548,978,1.7417
kilinochchi,biological science,VETERINARY SCIENCE University of Peradeniya,2021,266,118,1.4482
mannar,biological science,VETERINARY SCIENCE University of Peradeniya,2021,220,126,1.6781
mullaitivu,biological science,VETERINARY SCIENCE University of Peradeniya,2021,195,106,1.7033
vavuniya,biological science,VETERINARY SCIENCE University of Peradeniya,2021,347,183,1.7061
trincomalee,biological science,VETERINARY SCIENCE University of Peradeniya,2021,760,459,1.6596
batticaloa,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1129,673,1.6827
ampara,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1780,1015,1.7193
puttalam,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1166,703,1.5761
kurunegala,biological science,VETERINARY SCIENCE University of Peradeniya,2021,3659,1844,1.781
anuradhapura,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1704,833,1.4641
polonnaruwa,biological science,VETERINARY SCIENCE University of Peradeniya,2021,793,358,1.437
badulla,biological science,VETERINARY SCIENCE University of Peradeniya,2021,1680,892,1.6042
monaragala,biological science,VETERINARY SCIENCE University of Peradeniya,2021,987,478,1.3783
kegalle,biological science,VETERINARY SCIENCE University of Peradeniya,2021,2011,1093,1.7447
ratnapura,biological science,VETERINARY SCIENCE University of Peradeniya,2021,2226,1227,1.7264
colombo,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,4439,2761,1.7978
gampaha,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,3241,1861,1.6299
kalutara,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,2318,1411,1.7536
matale,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,949,523,1.7408
kandy,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,3383,1918,1.8032
nuwara eliya,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1220,637,1.4124
galle,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,2519,1542,1.8109
matara,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1911,1162,1.8085
hambantota,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1707,955,1.7882
jaffna,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1548,978,1.8149
kilinochchi,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,266,118,1.2509
mannar,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,220,126,1.6198
mullaitivu,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,195,106,1.4887
vavuniya,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,347,183,1.6437
trincomalee,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,760,459,1.6851
batticaloa,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1129,673,1.7347
ampara,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1780,1015,1.6605
puttalam,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1166,703,1.6327
kurunegala,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,3659,1844,1.8007
anuradhapura,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1704,833,1.4658
polonnaruwa,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,793,358,1.5321
badulla,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,1680,892,1.6005
monaragala,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,987,478,1.3628
kegalle,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,2011,1093,1.746
ratnapura,biological science,BIOCHEMISTRY & MOLECULAR BIOLOGY University of Colombo,2021,2226,1227,1.7379
colombo,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,4439,2761,1.2548
gampaha,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,3241,1861,1.2548
kalutara,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,2318,1411,1.3334
matale,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,949,523,1.4595
kandy,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,3383,1918,1.4694
nuwara eliya,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1220,637,1.3029
galle,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,2519,1542,1.3776
matara,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1911,1162,1.4518
hambantota,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1707,955,1.4396
jaffna,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1548,978,1.386
kilinochchi,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,266,118,1.0146
mannar,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,220,126,1.2516
mullaitivu,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,195,106,1.3775
vavuniya,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,347,183,1.4734
trincomalee,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,760,459,1.2107
batticaloa,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1129,673,1.3868
ampara,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1780,1015,1.2763
puttalam,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1166,703,1.3032
kurunegala,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,3659,1844,1.4305
anuradhapura,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1704,833,1.3294
polonnaruwa,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,793,358,1.1486
badulla,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,1680,892,1.3364
monaragala,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,987,478,1.2875
kegalle,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,2011,1093,1.4391
ratnapura,biological science,AGRICULTURAL TECHNOLOGY & MANAGEMENT University of Peradeniya,2021,2226,1227,1.3181
colombo,biological science,AGRICULTURE University of Jaffna,2021,4439,2761,0.5643
gampaha,biological science,AGRICULTURE University of Jaffna,2021,3241,1861,0.5238
kalutara,biological science,AGRICULTURE University of Jaffna,2021,2318,1411,0.6863
matale,biological science,AGRICULTURE University of Jaffna,2021,949,523,0.6677
kandy,biological science,AGRICULTURE University of Jaffna,2021,3383,1918,0.7128
nuwara eliya,biological science,AGRICULTURE University of Jaffna,2021,1220,637,0.5198
galle,biological science,AGRICULTURE University of Jaffna,2021,2519,1542,0.6863
matara,biological science,AGRICULTURE University of Jaffna,2021,1911,1162,0.7699
hambantota,biological science,AGRICULTURE University of Jaffna,2021,1707,955,0.7509
jaffna,biological science,AGRICULTURE University of Jaffna,2021,1548,978,0.7378
kilinochchi,biological science,AGRICULTURE University of Jaffna,2021,266,118,0.5335
mannar,biological science,AGRICULTURE University of Jaffna,2021,220,126,0.6559
mullaitivu,biological science,AGRICULTURE University of Jaffna,2021,195,106,0.5586
vavuniya,biological science,AGRICULTURE University of Jaffna,2021,347,183,0.5778
trincomalee,biological science,AGRICULTURE University of Jaffna,2021,760,459,0.5152
batticaloa,biological science,AGRICULTURE University of Jaffna,2021,1129,673,0.5646
ampara,biological science,AGRICULTURE University of Jaffna,2021,1780,1015,0.6955
puttalam,biological science,AGRICULTURE University of Jaffna,2021,1166,703,0.5142
kurunegala,biological science,AGRICULTURE University of Jaffna,2021,3659,1844,0.6879
anuradhapura,biological science,AGRICULTURE University of Jaffna,2021,1704,833,0.558
polonnaruwa,biological science,AGRICULTURE University of Jaffna,2021,793,358,0.6401
badulla,biological science,AGRICULTURE University of Jaffna,2021,1680,892,0.6151
monaragala,biological science,AGRICULTURE University of Jaffna,2021,987,478,0.5389
kegalle,biological science,AGRICULTURE University of Jaffna,2021,2011,1093,0.7329
ratnapura,biological science,AGRICULTURE University of Jaffna,2021,2226,1227,0.5836
colombo,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,4439,2761,0.5719
gampaha,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,3241,1861,0.4763
kalutara,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,2318,1411,0.6839
matale,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,949,523,0.6612
kandy,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,3383,1918,0.718
nuwara eliya,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,1220,637,0.4634
galle,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,2519,1542,0.743
matara,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,1911,1162,0.723
jaffna,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,1548,978,0.8409
kilinochchi,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,266,118,0.4842
mannar,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,220,126,0.4941
mullaitivu,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,195,106,0.6111
vavuniya,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,347,183,0.4353
trincomalee,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,760,459,0.5037
batticaloa,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,1129,673,0.5558
ampara,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,1780,1015,0.7065
puttalam,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,1166,703,0.4775
kurunegala,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,3659,1844,0.7176
anuradhapura,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,1704,833,0.5516
polonnaruwa,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,793,358,0.3941
badulla,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,1680,892,0.665
monaragala,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,987,478,0.5033
kegalle,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,2011,1093,0.7265
ratnapura,biological science,"AGRICULTURE Eastern University, Sri Lanka",2021,2226,1227,0.5906
colombo,biological science,AGRICULTURE Rajarata University of Sri Lanka,2021,4439,2761,0.6376
gampaha,biological science,AGRICULTURE Rajarata University of Sri Lanka,2021,3241,1861,0.7008
